utterance_id,audio_path,language,speaker_id,gender,transcription,duration_sec,noise_level_db,collection_source,quality_flag,lang_warning
utt_0948,s3://india-speaks/raw/ur/utt_0948.wav,hi,eebd46ef,F,namaste hai namaste dilli dilli aapka mera hu namaste,4.68,48.51,crowdsourced,-1,Detected:en
utt_0949,s3://india-speaks/raw/ml/utt_0949.wav,bn,58d84c9f,M,se kaise mera,0.85,34.74,call-center,1,Detected:fi
utt_0950,s3://india-speaks/raw/pa/utt_0950.wav,te,0e44ef16,F,hu dilli mera aapka dilli ho aaya hu hu,3.25,23.98,studio,0,Detected:en
utt_0951,s3://india-speaks/raw/pa/utt_0951.wav,ta,4133c29c,Other,mera swagat ho,1.83,57.06,crowdsourced,0,Detected:it
utt_0952,s3://india-speaks/raw/bn/utt_0952.wav,ur,339264e7,Other,se dilli ho hai,2.54,48.5,call-center,0,Detected:it
utt_0953,s3://india-speaks/raw/gu/utt_0953.wav,en,25848d98,M,aapka swagat swagat aaya kaise se,4.72,50.43,call-center,-1,Detected:et
utt_0954,s3://india-speaks/raw/te/utt_0954.wav,hi,1667906c,F,ho aapka hai mera dilli,3.87,28.26,crowdsourced,1,Detected:it
utt_0955,s3://india-speaks/raw/kn/utt_0955.wav,ta,27db003c,F,hai hu se hai hu,3.44,48.4,crowdsourced,1,Detected:it
utt_0956,s3://india-speaks/raw/te/utt_0956.wav,en,e71f92bc,Other,aaya namaste mera ho swagat hai mera,0.58,40.13,studio,-1,Detected:it
utt_0957,s3://india-speaks/raw/ml/utt_0957.wav,ta,ab677e56,M,ho swagat hai naam aapka,4.06,51.84,crowdsourced,1,Detected:nl
utt_0958,s3://india-speaks/raw/en/utt_0958.wav,mr,c6838efa,F,ho dilli naam namaste kaise naam dilli se,2.55,27.77,call-center,1,Detected:nl
utt_0959,s3://india-speaks/raw/pa/utt_0959.wav,pa,3a849197,M,hu dilli ho hai se,3.74,46.85,studio,-1,Detected:it
utt_0960,s3://india-speaks/raw/ta/utt_0960.wav,gu,322cf8ca,M,dilli naam kaise se hai naam naam naam dilli,3.74,22.57,studio,1,Detected:nl
utt_0961,s3://india-speaks/raw/ta/utt_0961.wav,ml,6765f90e,M,aapka mera aapka se naam hai naam aapka naam hai,4.14,58.38,call-center,0,Detected:nl
utt_0962,s3://india-speaks/raw/ta/utt_0962.wav,ur,1736ca7d,F,naam se aaya hu aaya aapka se,4.46,35.53,crowdsourced,-1,Detected:af
utt_0963,s3://india-speaks/raw/te/utt_0963.wav,ur,03d2cfcb,Other,hai aapka hu ho naam hu,1.02,28.46,call-center,-1,Detected:en
utt_0964,s3://india-speaks/raw/ur/utt_0964.wav,mr,eb052e3f,Other,hu mera ho,3.24,55.03,studio,1,Detected:it
utt_0965,s3://india-speaks/raw/gu/utt_0965.wav,te,4b6e7d9c,F,hu namaste ho dilli kaise hu dilli mera swagat,1.03,45.55,crowdsourced,-1,Detected:hu
utt_0966,s3://india-speaks/raw/te/utt_0966.wav,te,d554a2ce,F,hai aaya mera hai naam namaste se hai,1.53,26.14,crowdsourced,-1,Detected:it
utt_0968,s3://india-speaks/raw/ta/utt_0968.wav,kn,efa0e8b1,F,aaya aapka aapka dilli naam kaise naam aaya aapka,1.29,44.91,studio,-1,Detected:af
utt_0969,s3://india-speaks/raw/en/utt_0969.wav,gu,ddc51f60,Other,naam aapka hai aapka naam naam kaise hai,4.09,37.25,call-center,1,Detected:nl
utt_0970,s3://india-speaks/raw/ur/utt_0970.wav,ur,affa07fb,Other,namaste mera ho hai hai aapka,2.44,54.61,call-center,1,Detected:it
utt_0971,s3://india-speaks/raw/hi/utt_0971.wav,en,e9deeef7,M,naam hu dilli hai swagat hai naam hai,4.61,44.78,call-center,-1,Detected:it
utt_0972,s3://india-speaks/raw/pa/utt_0972.wav,gu,fa567c66,F,aaya hai aaya aaya se swagat dilli,1.18,48.9,call-center,1,Detected:it
utt_0974,s3://india-speaks/raw/en/utt_0974.wav,kn,905a61c2,Other,naam aaya ho hu aapka hu ho swagat aapka,2.25,27.96,studio,0,Detected:en
utt_0975,s3://india-speaks/raw/pa/utt_0975.wav,bn,6862e83b,Other,se se namaste hu kaise namaste hai aapka,4.01,31.74,crowdsourced,1,Detected:fi
utt_0976,s3://india-speaks/raw/bn/utt_0976.wav,ur,eed69cb5,F,aaya kaise ho se,4.27,58.45,call-center,0,Detected:fi
utt_0977,s3://india-speaks/raw/gu/utt_0977.wav,hi,911c2fb7,F,aaya hu hai hai namaste kaise,0.84,50.83,call-center,1,Detected:it
utt_0978,s3://india-speaks/raw/en/utt_0978.wav,ur,a02978c7,Other,namaste mera ho hai swagat dilli ho,4.66,48.28,crowdsourced,-1,Detected:it
utt_0979,s3://india-speaks/raw/bn/utt_0979.wav,pa,ca6cf981,Other,dilli ho aapka aapka namaste se dilli mera hai,0.67,28.64,crowdsourced,-1,Detected:pt
utt_0980,s3://india-speaks/raw/gu/utt_0980.wav,ml,215acc5c,Other,hu hu naam hu namaste se namaste hu hai,2.07,32.52,call-center,1,Detected:hu
utt_0981,s3://india-speaks/raw/bn/utt_0981.wav,ta,c16ab3db,M,swagat ho aapka aapka hu kaise,3.41,54.94,studio,0,Detected:fi
utt_0982,s3://india-speaks/raw/te/utt_0982.wav,gu,dcc7993c,M,kaise hu aapka naam aapka namaste,4.78,53.44,call-center,1,Detected:af
utt_0983,s3://india-speaks/raw/ur/utt_0983.wav,hi,7dd319f5,M,hai aapka swagat kaise swagat,1.83,36.19,call-center,1,Detected:en
utt_0984,s3://india-speaks/raw/mr/utt_0984.wav,kn,989edb24,Other,aapka mera naam kaise aapka swagat namaste hai,1.65,32.74,call-center,-1,Detected:af
utt_0985,s3://india-speaks/raw/kn/utt_0985.wav,pa,5099cb98,F,naam dilli swagat naam namaste aaya hai,1.21,53.59,studio,-1,Detected:nl
utt_0987,s3://india-speaks/raw/ta/utt_0987.wav,hi,62803889,M,hai hu hai swagat hai aapka mera aapka aapka,4.71,48.34,call-center,-1,Detected:it
utt_0988,s3://india-speaks/raw/en/utt_0988.wav,pa,b38a1445,Other,hai swagat swagat namaste swagat aapka mera se mera swagat,0.84,43.83,call-center,0,Detected:es
utt_0989,s3://india-speaks/raw/en/utt_0989.wav,kn,b0931d42,M,mera hu swagat naam dilli mera dilli,3.46,53.08,call-center,-1,Detected:nl
utt_0990,s3://india-speaks/raw/te/utt_0990.wav,bn,094a54ef,Other,dilli aaya hai se hai aapka,2.59,44.82,studio,1,Detected:it
utt_0991,s3://india-speaks/raw/bn/utt_0991.wav,gu,7206efcb,Other,ho kaise naam ho dilli mera dilli naam,1.9,23.98,call-center,1,Detected:nl
utt_0992,s3://india-speaks/raw/gu/utt_0992.wav,hi,3dff638a,F,hai hu ho dilli ho hu hai ho se,2.67,53.59,studio,-1,Detected:it
utt_0993,s3://india-speaks/raw/ur/utt_0993.wav,te,b7d8923a,M,kaise namaste naam,0.91,58.22,crowdsourced,-1,Detected:nl
utt_0994,s3://india-speaks/raw/bn/utt_0994.wav,ml,9c182746,F,swagat hai kaise swagat hu,3.63,32.62,crowdsourced,1,Detected:it
utt_0995,s3://india-speaks/raw/te/utt_0995.wav,ur,fa31d7b7,F,namaste kaise hu hu hai ho aapka namaste,4.93,32.7,studio,1,Detected:hu
utt_0996,s3://india-speaks/raw/kn/utt_0996.wav,ml,a8b93cc2,M,namaste naam kaise ho ho,1.54,32.53,call-center,1,Detected:nl
utt_0997,s3://india-speaks/raw/mr/utt_0997.wav,en,00f21583,M,naam mera hai,2.28,38.26,studio,-1,Detected:nl
utt_0998,s3://india-speaks/raw/mr/utt_0998.wav,kn,bf8c6db6,F,se aaya hu aapka aaya aaya se,2.03,39.84,crowdsourced,0,Detected:en
utt_0999,s3://india-speaks/raw/kn/utt_0999.wav,ml,a7cca109,M,hai naam hu naam hai mera,3.88,42.99,crowdsourced,1,Detected:nl
utt_1000,s3://india-speaks/raw/ur/utt_1000.wav,ml,ea89b06f,M,hai naam se naam naam,3.96,24.05,studio,0,Detected:nl
utt_1001,s3://india-speaks/raw/en/utt_1001.wav,ml,7ce7695a,M,hai ho naam ho,0.7,35.73,studio,1,Detected:it
utt_1002,s3://india-speaks/raw/gu/utt_1002.wav,ml,b322f85f,M,dilli ho kaise,1.43,47.5,call-center,0,Detected:de
utt_1003,s3://india-speaks/raw/ur/utt_1003.wav,pa,705d5830,F,ho mera naam hu swagat hu ho kaise aapka,1.13,44.92,studio,1,Detected:fi
utt_1004,s3://india-speaks/raw/ta/utt_1004.wav,te,f1b929ac,F,mera mera kaise aapka hai aaya mera dilli swagat se,3.25,44.32,crowdsourced,1,Detected:en
utt_1005,s3://india-speaks/raw/ur/utt_1005.wav,en,56df68a2,F,mera dilli se mera hai namaste,0.65,50.32,crowdsourced,0,Detected:it
utt_1006,s3://india-speaks/raw/ur/utt_1006.wav,ta,fceaa9e7,Other,kaise dilli aaya hai aaya dilli,4.5,57.97,studio,-1,Detected:en
utt_1007,s3://india-speaks/raw/kn/utt_1007.wav,mr,846580ba,Other,hai naam namaste aapka hai naam se kaise,4.29,46.72,call-center,0,Detected:nl
utt_1008,s3://india-speaks/raw/kn/utt_1008.wav,ta,4995a355,M,swagat mera ho ho aapka se naam,4.67,56.46,crowdsourced,1,Detected:nl
utt_1009,s3://india-speaks/raw/ml/utt_1009.wav,te,6ddbe3ad,M,hai aapka mera naam hai ho,2.86,42.54,studio,1,Detected:it
utt_1010,s3://india-speaks/raw/ta/utt_1010.wav,pa,83370b3f,F,naam aaya naam aapka ho hai,0.67,26.69,studio,1,Detected:nl
utt_1011,s3://india-speaks/raw/hi/utt_1011.wav,ml,ee08c0cc,F,swagat dilli dilli hu swagat hu ho hu,2.98,50.12,crowdsourced,1,Detected:it
utt_1012,s3://india-speaks/raw/kn/utt_1012.wav,kn,2d7d0300,F,aaya swagat mera se kaise swagat,4.66,58.18,call-center,0,Detected:es
utt_1013,s3://india-speaks/raw/te/utt_1013.wav,ml,e5cbbe2a,Other,naam ho kaise hu,1.89,52.64,crowdsourced,-1,Detected:nl
utt_1014,s3://india-speaks/raw/te/utt_1014.wav,ta,3e92a8db,F,hu hu naam namaste kaise mera hai,0.71,32.78,studio,0,Detected:nl
utt_1015,s3://india-speaks/raw/en/utt_1015.wav,gu,99bcd7d7,Other,namaste hai hai aaya aaya se,2.15,46.05,studio,0,Detected:it
utt_1016,s3://india-speaks/raw/ml/utt_1016.wav,en,ce62477c,Other,aaya naam swagat swagat,4.61,22.71,studio,1,Detected:nl
utt_1017,s3://india-speaks/raw/gu/utt_1017.wav,ta,7fc9d3b0,M,naam hai namaste se swagat hai kaise ho,4.48,51.12,crowdsourced,1,Detected:it
utt_1018,s3://india-speaks/raw/kn/utt_1018.wav,ta,2f0a0714,F,swagat swagat swagat hai swagat ho dilli hu,4.66,22.41,crowdsourced,1,Detected:it
utt_1019,s3://india-speaks/raw/ta/utt_1019.wav,hi,c418e923,Other,ho kaise namaste hai hu aapka aaya se hai,0.64,51.24,studio,0,Detected:it
utt_1020,s3://india-speaks/raw/en/utt_1020.wav,bn,4c0dd2b7,M,namaste kaise ho hai,1.11,53.92,studio,1,Detected:it
utt_1021,s3://india-speaks/raw/kn/utt_1021.wav,en,ca661ef9,F,dilli mera naam naam,1.55,51.16,crowdsourced,1,Detected:nl
utt_1022,s3://india-speaks/raw/mr/utt_1022.wav,hi,e06ebdcd,Other,namaste kaise hai mera naam dilli ho aaya hu naam,2.96,57.75,studio,1,Detected:nl
utt_1023,s3://india-speaks/raw/mr/utt_1023.wav,ta,277aa38f,M,ho hu aaya naam ho dilli naam hai aaya,4.1,40.76,studio,1,Detected:en
utt_1024,s3://india-speaks/raw/mr/utt_1024.wav,mr,d1f0804e,F,mera hu aaya hai hai dilli ho kaise,4.14,59.24,call-center,0,Detected:it
utt_1025,s3://india-speaks/raw/kn/utt_1025.wav,en,d66a445e,F,swagat aapka hu aaya hu se ho,4.09,54.12,crowdsourced,0,Detected:it
utt_1026,s3://india-speaks/raw/gu/utt_1026.wav,ml,a12d43c4,F,hu namaste namaste swagat hai,2.52,35.05,studio,1,Detected:it
utt_1027,s3://india-speaks/raw/mr/utt_1027.wav,ta,49071b21,F,namaste hai hai se hu aapka,2.72,40.04,crowdsourced,0,Detected:it
utt_1028,s3://india-speaks/raw/pa/utt_1028.wav,bn,e332f315,F,namaste namaste kaise namaste swagat hai naam swagat,1.22,53.23,studio,0,Detected:nl
utt_1029,s3://india-speaks/raw/bn/utt_1029.wav,ta,449ebde7,Other,hai mera hai ho hai dilli aapka,0.61,43.49,call-center,-1,Detected:it
utt_1030,s3://india-speaks/raw/ta/utt_1030.wav,en,605f2b3d,Other,ho aaya se dilli hai ho,3.9,20.86,studio,1,Detected:it
utt_1031,s3://india-speaks/raw/en/utt_1031.wav,ml,5417175f,F,kaise mera dilli swagat kaise,4.96,55.33,crowdsourced,-1,Detected:fi
utt_1032,s3://india-speaks/raw/ur/utt_1032.wav,mr,c088d61a,M,mera se swagat naam,0.99,27.02,studio,-1,Detected:nl
utt_1033,s3://india-speaks/raw/bn/utt_1033.wav,ur,2f79c742,F,swagat namaste swagat aapka se,1.77,35.11,studio,1,Detected:sq
utt_1035,s3://india-speaks/raw/ta/utt_1035.wav,ur,b3068c7e,Other,namaste dilli aaya mera,2.65,38.42,call-center,-1,Detected:en
utt_1036,s3://india-speaks/raw/pa/utt_1036.wav,ta,8d8f0570,M,swagat dilli mera namaste swagat mera mera aapka ho se,4.04,21.59,studio,-1,Detected:es
utt_1037,s3://india-speaks/raw/te/utt_1037.wav,mr,035fbdde,F,mera hai hu naam hai aapka swagat naam namaste aapka,3.41,22.63,studio,0,Detected:nl
utt_1038,s3://india-speaks/raw/gu/utt_1038.wav,pa,946c249a,Other,kaise hai hai aapka namaste aaya dilli hu hai swagat,1.03,56.47,crowdsourced,0,Detected:it
utt_1039,s3://india-speaks/raw/en/utt_1039.wav,ml,8e0030d2,F,swagat se dilli hu hai hu,1.41,42.79,call-center,-1,Detected:it
utt_1040,s3://india-speaks/raw/bn/utt_1040.wav,pa,3913e6b2,M,kaise swagat naam,3.0,52.39,studio,-1,Detected:nl
utt_1041,s3://india-speaks/raw/bn/utt_1041.wav,mr,fe660d1d,M,dilli aaya hu dilli se hai,4.77,55.83,studio,0,Detected:it
utt_1042,s3://india-speaks/raw/hi/utt_1042.wav,ml,577612be,Other,hai naam hai swagat hai dilli hai,1.47,52.62,crowdsourced,-1,Detected:it
utt_1043,s3://india-speaks/raw/pa/utt_1043.wav,kn,356af971,F,kaise hu hai aapka dilli mera,1.39,49.88,studio,0,Detected:en
utt_1044,s3://india-speaks/raw/en/utt_1044.wav,te,4220120e,F,swagat se hai hu naam hai hai se se naam,1.11,51.46,crowdsourced,0,Detected:nl
utt_1045,s3://india-speaks/raw/hi/utt_1045.wav,ta,a33da0cc,Other,aaya naam aaya naam namaste,2.29,36.23,crowdsourced,0,Detected:nl
utt_1046,s3://india-speaks/raw/ur/utt_1046.wav,ml,cc94f875,M,namaste namaste hai aaya mera mera mera aapka mera aaya,0.89,24.74,crowdsourced,0,Detected:en
utt_1047,s3://india-speaks/raw/ur/utt_1047.wav,ur,8c54f24e,Other,aapka namaste hai hu aapka kaise,2.7,33.45,studio,-1,Detected:fi
utt_1048,s3://india-speaks/raw/ml/utt_1048.wav,hi,d6ca8b32,Other,naam swagat aaya,4.01,37.28,studio,-1,Detected:nl
utt_1049,s3://india-speaks/raw/ur/utt_1049.wav,ur,ef684cf0,Other,naam hu aaya mera mera naam kaise swagat dilli dilli,4.36,49.64,crowdsourced,0,Detected:nl
utt_1050,s3://india-speaks/raw/te/utt_1050.wav,mr,19f3839c,M,swagat hai ho namaste se dilli hu dilli,0.57,25.4,call-center,1,Detected:it
utt_1051,s3://india-speaks/raw/hi/utt_1051.wav,te,75b2b416,F,hu hai ho aapka naam se kaise,4.12,37.72,crowdsourced,-1,Detected:fi
utt_1052,s3://india-speaks/raw/pa/utt_1052.wav,pa,c13e2119,Other,se swagat swagat dilli aaya aaya namaste aapka,1.87,53.75,crowdsourced,0,Detected:en
utt_1053,s3://india-speaks/raw/gu/utt_1053.wav,gu,11b45278,Other,hai aapka swagat hai aaya mera namaste se,0.6,21.47,studio,0,Detected:it
utt_1054,s3://india-speaks/raw/pa/utt_1054.wav,ml,2dc79460,Other,hu aapka hai mera naam aapka ho hai dilli,0.93,22.53,crowdsourced,0,Detected:it
utt_1055,s3://india-speaks/raw/pa/utt_1055.wav,pa,665c4ef6,Other,aapka hai dilli ho mera,2.59,44.31,call-center,1,Detected:it
utt_1056,s3://india-speaks/raw/mr/utt_1056.wav,ur,8cd7595b,M,aapka se hai,4.22,30.17,studio,-1,Detected:pt
utt_1057,s3://india-speaks/raw/en/utt_1057.wav,kn,75326248,F,ho aapka swagat aapka dilli ho dilli hai hu,2.02,55.93,crowdsourced,-1,Detected:it
utt_1058,s3://india-speaks/raw/ta/utt_1058.wav,hi,61bffd5b,F,swagat hai dilli namaste naam ho,0.58,30.69,crowdsourced,1,Detected:nl
utt_1059,s3://india-speaks/raw/kn/utt_1059.wav,hi,5a391598,F,hai ho aaya,3.3,46.46,call-center,-1,Detected:it
utt_1060,s3://india-speaks/raw/ml/utt_1060.wav,ur,cb8c7915,M,aapka se swagat aapka,2.31,44.15,crowdsourced,-1,Detected:af
utt_1062,s3://india-speaks/raw/ur/utt_1062.wav,kn,37eeefc0,F,hai aapka kaise namaste hai hu aapka hai aapka,4.29,43.72,crowdsourced,1,Detected:en
utt_1063,s3://india-speaks/raw/gu/utt_1063.wav,bn,5ac0b437,M,dilli kaise hu dilli se namaste,1.21,35.72,crowdsourced,0,Detected:hu
utt_1064,s3://india-speaks/raw/ta/utt_1064.wav,ur,61a5d50f,M,se swagat hai,2.74,40.69,studio,-1,Detected:it
utt_1065,s3://india-speaks/raw/mr/utt_1065.wav,mr,8a038ef7,Other,se naam se se swagat,3.08,27.35,crowdsourced,-1,Detected:nl
utt_1066,s3://india-speaks/raw/pa/utt_1066.wav,bn,2ee23028,F,hai ho kaise kaise kaise,4.14,59.84,call-center,0,Detected:fi
utt_1067,s3://india-speaks/raw/pa/utt_1067.wav,ta,d024b7d8,M,swagat namaste hu aaya se,1.77,39.52,studio,0,Detected:hu
utt_1069,s3://india-speaks/raw/ml/utt_1069.wav,gu,7528c92d,F,ho kaise swagat,1.77,47.69,call-center,1,Detected:de
utt_1070,s3://india-speaks/raw/kn/utt_1070.wav,mr,fb60ec0f,F,hai swagat hai ho dilli aapka ho naam ho aapka,4.64,26.38,studio,0,Detected:it
utt_1071,s3://india-speaks/raw/pa/utt_1071.wav,pa,b441343f,Other,kaise hai aaya se,3.85,34.69,studio,0,Detected:it
utt_1072,s3://india-speaks/raw/hi/utt_1072.wav,bn,54befcea,M,swagat dilli hai,1.04,21.29,studio,-1,Detected:it
utt_1073,s3://india-speaks/raw/en/utt_1073.wav,pa,ef88e826,Other,namaste kaise aaya hu,4.79,39.06,crowdsourced,1,Detected:hu
utt_1074,s3://india-speaks/raw/te/utt_1074.wav,ur,59341db2,M,kaise aaya kaise namaste ho hai hu kaise ho swagat,3.96,34.2,studio,-1,Detected:fi
utt_1075,s3://india-speaks/raw/ur/utt_1075.wav,bn,5729c2e8,M,se aapka se mera namaste namaste namaste aapka se aapka,0.99,59.69,call-center,-1,Detected:fi
utt_1076,s3://india-speaks/raw/en/utt_1076.wav,te,b9735c5a,Other,naam aapka ho dilli aapka swagat mera naam mera,4.61,51.7,call-center,1,Detected:nl
utt_1077,s3://india-speaks/raw/ta/utt_1077.wav,mr,7418a3e4,M,ho aapka namaste dilli hu dilli mera swagat,0.98,27.96,call-center,1,Detected:en
utt_1079,s3://india-speaks/raw/ta/utt_1079.wav,en,2880d2bd,F,namaste dilli kaise hu se hai,1.53,54.62,studio,1,Detected:hu
utt_1080,s3://india-speaks/raw/mr/utt_1080.wav,en,abd3e8df,F,mera swagat ho aapka swagat namaste ho,1.51,25.54,studio,-1,Detected:ro
utt_1081,s3://india-speaks/raw/ta/utt_1081.wav,bn,966b874d,M,ho dilli naam mera swagat naam kaise hu,3.19,43.82,studio,-1,Detected:nl
utt_1082,s3://india-speaks/raw/ta/utt_1082.wav,en,b5bc77f8,F,naam swagat se hu aaya se,2.35,36.26,crowdsourced,0,Detected:nl
utt_1083,s3://india-speaks/raw/ur/utt_1083.wav,en,b849ab3e,Other,se aapka naam mera se dilli mera namaste hu,4.15,45.56,studio,-1,Detected:nl
utt_1084,s3://india-speaks/raw/ur/utt_1084.wav,pa,7d53bf01,Other,aapka hu hai namaste namaste aapka ho mera mera,2.89,54.47,call-center,0,Detected:en
utt_1085,s3://india-speaks/raw/en/utt_1085.wav,ur,773d981e,Other,namaste hai naam,3.0,46.29,crowdsourced,-1,Detected:nl
utt_1086,s3://india-speaks/raw/ta/utt_1086.wav,gu,fea5e660,F,se naam dilli dilli,2.85,57.29,crowdsourced,-1,Detected:nl
utt_1087,s3://india-speaks/raw/mr/utt_1087.wav,ur,69518ae9,F,kaise hai dilli,1.78,29.47,studio,1,Detected:it
utt_1088,s3://india-speaks/raw/kn/utt_1088.wav,hi,a1d2a602,F,namaste naam mera se hai,1.22,52.02,call-center,1,Detected:nl
utt_1089,s3://india-speaks/raw/hi/utt_1089.wav,kn,f3981c19,Other,hu ho naam hu hai hai swagat naam hai se,2.45,42.87,call-center,1,Detected:it
utt_1090,s3://india-speaks/raw/te/utt_1090.wav,pa,bc877694,M,aapka aaya hu aapka mera hu mera,1.62,27.29,crowdsourced,-1,Detected:en
utt_1091,s3://india-speaks/raw/mr/utt_1091.wav,hi,e088ab4f,Other,hai swagat kaise swagat dilli hu,1.47,28.04,studio,-1,Detected:it
utt_1092,s3://india-speaks/raw/te/utt_1092.wav,mr,1263f9de,M,naam aaya hu ho namaste dilli aaya,3.4,23.39,crowdsourced,-1,Detected:en
utt_1093,s3://india-speaks/raw/bn/utt_1093.wav,mr,15a9aa08,M,aaya hu aapka swagat namaste ho aaya se aapka,3.58,41.18,crowdsourced,-1,Detected:en
utt_1094,s3://india-speaks/raw/gu/utt_1094.wav,pa,789bcf09,Other,hai hai hai hai hai,0.87,49.52,call-center,1,Detected:it
utt_1095,s3://india-speaks/raw/kn/utt_1095.wav,mr,d1977fdd,Other,hai hai dilli naam,0.97,47.14,crowdsourced,1,Detected:it
utt_1096,s3://india-speaks/raw/te/utt_1096.wav,ur,6def0061,F,aaya aaya aapka ho namaste se mera naam hai hai,4.44,56.99,crowdsourced,-1,Detected:it
utt_1098,s3://india-speaks/raw/en/utt_1098.wav,ml,e5d0d36f,M,hu hu aaya hai,4.77,41.32,studio,1,Detected:en
utt_1099,s3://india-speaks/raw/te/utt_1099.wav,kn,3c1b69b1,F,ho aaya kaise mera,2.87,30.05,call-center,-1,Detected:en
utt_1100,s3://india-speaks/raw/pa/utt_1100.wav,gu,5a595cc2,M,hu kaise hu naam namaste namaste naam ho kaise hai,1.76,24.06,crowdsourced,1,Detected:nl
utt_1101,s3://india-speaks/raw/kn/utt_1101.wav,gu,23905daf,M,se kaise aapka naam aapka,1.06,26.46,studio,0,Detected:af
utt_1102,s3://india-speaks/raw/ml/utt_1102.wav,ta,c52078df,F,hu mera mera se,3.5,41.87,crowdsourced,-1,Detected:hu
utt_1103,s3://india-speaks/raw/mr/utt_1103.wav,hi,8196313c,Other,naam ho aaya aapka dilli,1.24,38.33,crowdsourced,1,Detected:en
utt_1104,s3://india-speaks/raw/mr/utt_1104.wav,ur,2152ab5e,F,hai namaste namaste kaise dilli hai se se ho kaise,3.39,35.52,studio,0,Detected:it
utt_1106,s3://india-speaks/raw/hi/utt_1106.wav,ur,384b539a,Other,swagat hai aaya hai naam kaise,0.64,47.26,call-center,1,Detected:it
utt_1107,s3://india-speaks/raw/en/utt_1107.wav,gu,bafef2b0,Other,se ho se se,1.57,55.37,studio,1,Detected:fr
utt_1108,s3://india-speaks/raw/kn/utt_1108.wav,hi,1be59cab,F,swagat hai aaya hu dilli hai naam kaise hai,0.74,51.24,call-center,-1,Detected:it
utt_1109,s3://india-speaks/raw/bn/utt_1109.wav,en,860d715b,Other,namaste ho kaise namaste namaste naam aapka aapka hu,3.37,59.18,crowdsourced,1,Detected:fi
utt_1110,s3://india-speaks/raw/pa/utt_1110.wav,mr,b710730f,F,se ho naam aapka mera naam,0.7,52.97,studio,-1,Detected:nl
utt_1111,s3://india-speaks/raw/en/utt_1111.wav,ur,122d9b36,Other,hai ho dilli swagat namaste ho,2.55,29.03,studio,0,Detected:it
utt_1112,s3://india-speaks/raw/gu/utt_1112.wav,ta,d8b50562,F,mera hu dilli ho naam ho hai namaste hai,1.21,26.95,call-center,0,Detected:it
utt_1113,s3://india-speaks/raw/gu/utt_1113.wav,ur,6576d2fe,F,naam dilli dilli kaise,3.98,54.16,studio,-1,Detected:nl
utt_1114,s3://india-speaks/raw/ur/utt_1114.wav,hi,6745e96e,M,hu aaya dilli aapka swagat,1.05,33.27,crowdsourced,0,Detected:en
utt_1115,s3://india-speaks/raw/pa/utt_1115.wav,en,d36316ba,M,kaise hu namaste,4.49,48.42,call-center,1,Detected:hu
utt_1116,s3://india-speaks/raw/ur/utt_1116.wav,gu,7c64d536,M,ho se dilli aaya,2.82,54.87,crowdsourced,-1,Detected:it
utt_1117,s3://india-speaks/raw/ta/utt_1117.wav,ur,4caba09a,M,dilli mera hai hai ho hai aaya,3.65,51.01,call-center,0,Detected:it
utt_1118,s3://india-speaks/raw/ml/utt_1118.wav,hi,5046ba24,Other,namaste naam ho namaste dilli mera aaya,0.69,55.98,crowdsourced,-1,Detected:nl
utt_1119,s3://india-speaks/raw/en/utt_1119.wav,gu,8c90713a,Other,dilli naam naam naam namaste,2.06,32.59,studio,-1,Detected:nl
utt_1120,s3://india-speaks/raw/ml/utt_1120.wav,mr,20cf92b7,F,aaya mera naam,3.42,53.74,studio,0,Detected:nl
utt_1121,s3://india-speaks/raw/kn/utt_1121.wav,bn,f191d54f,Other,ho ho aaya aapka,0.62,47.44,studio,1,Detected:it
utt_1122,s3://india-speaks/raw/ur/utt_1122.wav,ta,f61b1c82,M,hai aaya hai hu naam hai mera se,4.42,52.34,call-center,1,Detected:it
utt_1123,s3://india-speaks/raw/en/utt_1123.wav,pa,bbcb056b,F,dilli naam kaise mera naam hai aaya kaise naam,1.71,24.7,crowdsourced,-1,Detected:nl
utt_1124,s3://india-speaks/raw/bn/utt_1124.wav,bn,112ce70b,Other,aapka naam dilli,2.6,25.51,call-center,1,Detected:nl
utt_1125,s3://india-speaks/raw/pa/utt_1125.wav,gu,e543d612,M,se se hu,4.46,22.49,call-center,-1,Detected:hu
utt_1126,s3://india-speaks/raw/gu/utt_1126.wav,gu,e186fd1c,M,aaya namaste aapka mera ho dilli swagat naam dilli,2.3,52.24,studio,0,Detected:en
utt_1127,s3://india-speaks/raw/ml/utt_1127.wav,ta,66f4515e,F,swagat kaise ho dilli aapka mera hai kaise namaste,4.31,31.04,call-center,0,Detected:fi
utt_1128,s3://india-speaks/raw/te/utt_1128.wav,ur,0d9a210d,M,namaste hai naam,2.32,47.75,studio,-1,Detected:nl
utt_1129,s3://india-speaks/raw/pa/utt_1129.wav,gu,3e5cc2f4,M,mera naam swagat hai kaise kaise aaya,0.52,25.01,call-center,-1,Detected:nl
utt_1130,s3://india-speaks/raw/ml/utt_1130.wav,gu,f1daec14,M,ho ho kaise ho swagat se hu kaise aaya,2.23,46.06,crowdsourced,1,Detected:de
utt_1131,s3://india-speaks/raw/kn/utt_1131.wav,gu,cfd102bd,Other,kaise aaya naam se kaise kaise swagat se se namaste,0.8,44.04,call-center,-1,Detected:fi
